,Disease,Year,Month,Count
1521,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2017,Dec.,23
1522,Hansen's disease,2017,Dec.,7
1523,"Hantavirus infection, non-hantavirus pulmonary syndrome",2017,Dec.,1
1524,Hantavirus pulmonary syndrome,2017,Dec.,7
1525,Hemolytic uremic syndrome post-diarrheal,2017,Dec.,31
1526,"Hepatitis, A, acute",2017,Dec.,423
1527,"Hepatitis, B, acute",2017,Dec.,386
1528,"Hepatitis, B, perinatal infection",2017,Dec.,3
1529,"Hepatitis, C, acute",2017,Dec.,514
1530,"Hepatitis, C, acute, Confirmed",2017,Dec.,370
1531,"Hepatitis, C, acute, Probable",2017,Dec.,144
1532,Human immunodeficiency virus diagnoses,2017,Dec.,437
1533,Influenza-associated pediatric mortality,2017,Dec.,8
1534,"Invasive pneumococcal disease, All ages",2017,Dec.,"3,303"
1535,"Invasive pneumococcal disease, All ages, Confirmed",2017,Dec.,"3,274"
1536,"Invasive pneumococcal disease, All ages, Probable",2017,Dec.,29
1537,"Invasive pneumococcal disease, Age <5 years",2017,Dec.,187
1538,"Invasive pneumococcal disease, Age <5 years, Confirmed",2017,Dec.,184
1539,"Invasive pneumococcal disease, Age <5 years, Probable",2017,Dec.,3
1540,Legionellosis,2017,Dec.,539
1541,Leptospirosis,2017,Dec.,10
1542,Listeriosis,2017,Dec.,100
1543,"Lyme disease, Total",2017,Dec.,"2,253"
1544,"Lyme disease, Confirmed",2017,Dec.,"1,443"
1545,"Lyme disease, Probable",2017,Dec.,810
1546,Malaria,2017,Dec.,171
1547,"Measles, Total",2017,Dec.,5
1548,"Measles, Indigenous",2017,Dec.,2
1549,"Measles, Imported",2017,Dec.,3
1550,"Meningococcal disease, All serogroups",2017,Dec.,46
1551,"Meningococcal disease, Serogroups ACWY",2017,Dec.,17
1552,"Meningococcal disease, Serogroup B",2017,Dec.,11
1553,"Meningococcal disease, Other serogroups",2017,Dec.,5
1554,"Meningococcal disease, Unknown serogroup",2017,Dec.,13
1555,Mumps,2017,Dec.,"1,245"
1556,Novel Influenza A virus infections,2017,Dec.,1
1557,Pertussis,2017,Dec.,"2,979"
1558,Plague,2017,Dec.,0
1559,"Poliomyelitis, paralytic",2017,Dec.,0
1560,"Poliovirus infection, nonparalytic",2017,Dec.,0
1561,Psittacosis,2017,Dec.,0
1562,"Q fever, Total",2017,Dec.,17
1563,"Q fever, Acute",2017,Dec.,12
1564,"Q fever, Chronic",2017,Dec.,5
1565,"Rabies, Animal",2017,Dec.,180
1566,"Rabies, Human",2017,Dec.,0
1567,Rubella,2017,Dec.,2
1568,"Rubella, congenital syndrome",2017,Dec.,2
1569,Salmonellosis,2017,Dec.,"5,073"
1570,Severe acute respiratory syndrome-associated coronavirus disease,2017,Dec.,0
1571,Shiga toxin-producing Escherichia coli,2017,Dec.,997
1572,Shigellosis,2017,Dec.,"1,676"
1573,Smallpox,2017,Dec.,0
1574,"Spotted fever rickettsiosis, Total",2017,Dec.,434
1575,"Spotted fever rickettsiosis, Confirmed",2017,Dec.,15
1576,"Spotted fever rickettsiosis, Probable",2017,Dec.,419
1577,Streptococcal toxic shock syndrome,2017,Dec.,45
1578,"Syphilis, Total, all stages",2017,Dec.,"10,408"
1579,"Syphilis, Congenital",2017,Dec.,88
1580,"Syphilis, Primary and secondary",2017,Dec.,"3,109"
1581,Tetanus,2017,Dec.,0
1582,Toxic shock syndrome (other than Streptococcal),2017,Dec.,2
1583,Trichinellosis,2017,Dec.,1
1584,Tuberculosis,2017,Dec.,"1,091"
1585,Tularemia,2017,Dec.,29
1586,Typhoid fever,2017,Dec.,45
1587,Vancomycin-intermediate Staphylococcus aureus,2017,Dec.,10
1588,Vancomycin-resistant Staphylococcus aureus,2017,Dec.,0
1589,Varicella morbidity,2017,Dec.,915
1590,Varicella mortality,2017,Dec.,1
1591,"Vibriosis, Total",2017,Dec.,248
1592,"Vibriosis, Confirmed",2017,Dec.,175
1593,"Vibriosis, Probable",2017,Dec.,73
1594,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2017,Dec.,0
1595,"Viral hemorrhagic fevers, Ebola virus",2017,Dec.,0
1596,"Viral hemorrhagic fevers, Guanarito virus",2017,Dec.,0
1597,"Viral hemorrhagic fevers, Junin virus",2017,Dec.,0
1598,"Viral hemorrhagic fevers, Lassa virus",2017,Dec.,0
1599,"Viral hemorrhagic fevers, Lujo virus",2017,Dec.,0
1600,"Viral hemorrhagic fevers, Machupo virus",2017,Dec.,0
1601,"Viral hemorrhagic fevers, Marburg virus",2017,Dec.,0
1602,"Viral hemorrhagic fevers, Sabia virus",2017,Dec.,0
1603,Yellow fever,2017,Dec.,0
1604,"Zika virus, Zika virus disease, congenital",2017,Dec.,0
1605,"Zika virus, Zika virus disease, non-congenital",2017,Dec.,23
1606,"Zika virus, Zika virus infection, congenital",2017,Dec.,0
1607,"Zika virus, Zika virus infection, non-congenital",2017,Dec.,46
0,Anthrax,2018,Jan.,0
1,"Arboviral diseases, Chikungunya virus disease",2018,Jan.,7
2,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Jan.,0
3,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Jan.,0
4,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Jan.,0
5,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Jan.,0
6,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Jan.,0
7,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Jan.,0
8,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Jan.,0
9,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Jan.,0
10,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Jan.,0
11,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Jan.,0
12,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Jan.,2
13,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Jan.,0
14,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Jan.,0
15,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Jan.,0
16,"Babesiosis, Total",2018,Jan.,10
17,"Babesiosis, Confirmed",2018,Jan.,8
18,"Babesiosis, Probable",2018,Jan.,2
19,"Botulism, Total",2018,Jan.,17
20,"Botulism, Foodborne",2018,Jan.,1
21,"Botulism, Infant",2018,Jan.,14
22,"Botulism, Other (wound & unspecified)",2018,Jan.,2
23,Brucellosis,2018,Jan.,3
24,Campylobacteriosis,2018,Jan.,"3,244"
25,Chancroid,2018,Jan.,0
26,Chlamydia trachomatis infection,2018,Jan.,"126,499"
27,Cholera,2018,Jan.,0
28,Coccidioidomycosis,2018,Jan.,"1,880"
29,"Cryptosporidiosis, Total",2018,Jan.,539
30,"Cryptosporidiosis, Confirmed",2018,Jan.,347
31,"Cryptosporidiosis, Probable",2018,Jan.,192
32,Cyclosporiasis,2018,Jan.,4
33,"Dengue virus infections, Dengue",2018,Jan.,19
34,"Dengue virus infections, Dengue-like illness",2018,Jan.,2
35,"Dengue virus infections, Severe dengue",2018,Jan.,0
36,Diphtheria,2018,Jan.,0
37,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Jan.,15
38,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Jan.,7
39,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Jan.,0
40,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Jan.,3
41,Giardiasis,2018,Jan.,929
42,Gonorrhea,2018,Jan.,"42,421"
43,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Jan.,555
44,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Jan.,3
45,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Jan.,13
46,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Jan.,18
47,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Jan.,14
48,Hansen's disease,2018,Jan.,4
49,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Jan.,0
50,Hantavirus pulmonary syndrome,2018,Jan.,1
51,Hemolytic uremic syndrome post-diarrheal,2018,Jan.,9
52,"Hepatitis, A, acute",2018,Jan.,249
53,"Hepatitis, B, acute",2018,Jan.,206
54,"Hepatitis, B, perinatal infection",2018,Jan.,3
55,"Hepatitis, C, acute",2018,Jan.,293
56,"Hepatitis, C, acute, Confirmed",2018,Jan.,250
57,"Hepatitis, C, acute, Probable",2018,Jan.,43
58,"Hepatitis, C, perinatal infection",2018,Jan.,15
59,Human immunodeficiency virus diagnoses,2018,Jan.,"3,151"
60,Influenza-associated pediatric mortality,2018,Jan.,36
61,"Invasive pneumococcal disease, All ages",2018,Jan.,"2,820"
62,"Invasive pneumococcal disease, All ages, Confirmed",2018,Jan.,"2,789"
63,"Invasive pneumococcal disease, All ages, Probable",2018,Jan.,31
64,"Invasive pneumococcal disease, Age <5 years",2018,Jan.,101
65,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,Jan.,98
66,"Invasive pneumococcal disease, Age <5 years, Probable",2018,Jan.,3
67,Legionellosis,2018,Jan.,313
68,Leptospirosis,2018,Jan.,6
69,Listeriosis,2018,Jan.,31
70,"Lyme disease, Total",2018,Jan.,996
71,"Lyme disease, Confirmed",2018,Jan.,647
72,"Lyme disease, Probable",2018,Jan.,349
73,Malaria,2018,Jan.,99
74,"Measles, Total",2018,Jan.,10
75,"Measles, Indigenous",2018,Jan.,5
76,"Measles, Imported",2018,Jan.,5
77,"Meningococcal disease, All serogroups",2018,Jan.,37
78,"Meningococcal disease, Serogroups ACWY",2018,Jan.,11
79,"Meningococcal disease, Serogroup B",2018,Jan.,9
80,"Meningococcal disease, Other serogroups",2018,Jan.,3
81,"Meningococcal disease, Unknown serogroup",2018,Jan.,14
82,Mumps,2018,Jan.,266
83,Novel Influenza A virus infections,2018,Jan.,0
84,Paratyphoid fever,2018,Jan.,13
85,Pertussis,2018,Jan.,"1,013"
86,Plague,2018,Jan.,0
87,"Poliomyelitis, paralytic",2018,Jan.,0
88,"Poliovirus infection, nonparalytic",2018,Jan.,0
89,Psittacosis,2018,Jan.,0
90,"Q fever, Total",2018,Jan.,10
91,"Q fever, Acute",2018,Jan.,8
92,"Q fever, Chronic",2018,Jan.,2
93,"Rabies, Animal",2018,Jan.,213
94,"Rabies, Human",2018,Jan.,1
95,Rubella,2018,Jan.,0
96,"Rubella, congenital syndrome",2018,Jan.,0
97,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,Jan.,"2,112"
98,Severe acute respiratory syndrome-associated coronavirus disease,2018,Jan.,0
99,Shiga toxin-producing Escherichia coli (STEC),2018,Jan.,553
100,Shigellosis,2018,Jan.,855
101,Smallpox,2018,Jan.,0
102,"Spotted fever rickettsiosis, Total",2018,Jan.,53
103,"Spotted fever rickettsiosis, Confirmed",2018,Jan.,1
104,"Spotted fever rickettsiosis, Probable",2018,Jan.,52
105,Streptococcal toxic shock syndrome,2018,Jan.,50
106,"Syphilis, Total, all stages",2018,Jan.,"8,162"
107,"Syphilis, Congenital",2018,Jan.,107
108,"Syphilis, Primary and secondary",2018,Jan.,"2,413"
109,Tetanus,2018,Jan.,0
110,Toxic shock syndrome (other than Streptococcal),2018,Jan.,0
111,Trichinellosis,2018,Jan.,0
112,Tuberculosis,2018,Jan.,506
113,Tularemia,2018,Jan.,0
114,Typhoid fever,2018,Jan.,28
115,Vancomycin-intermediate Staphylococcus aureus,2018,Jan.,5
116,Vancomycin-resistant Staphylococcus aureus,2018,Jan.,0
117,Varicella morbidity,2018,Jan.,512
118,Varicella mortality,2018,Jan.,0
119,"Vibriosis, Total",2018,Jan.,63
120,"Vibriosis, Confirmed",2018,Jan.,29
121,"Vibriosis, Probable",2018,Jan.,34
122,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,Jan.,0
123,"Viral hemorrhagic fevers, Ebola virus",2018,Jan.,0
124,"Viral hemorrhagic fevers, Guanarito virus",2018,Jan.,0
125,"Viral hemorrhagic fevers, Junin virus",2018,Jan.,0
126,"Viral hemorrhagic fevers, Lassa virus",2018,Jan.,0
127,"Viral hemorrhagic fevers, Lujo virus",2018,Jan.,0
128,"Viral hemorrhagic fevers, Machupo virus",2018,Jan.,0
129,"Viral hemorrhagic fevers, Marburg virus",2018,Jan.,0
130,"Viral hemorrhagic fevers, Sabia virus",2018,Jan.,0
131,Yellow fever,2018,Jan.,0
132,"Zika virus, Zika virus disease, congenital",2018,Jan.,0
133,"Zika virus, Zika virus disease, non-congenital",2018,Jan.,12
134,"Zika virus, Zika virus infection, congenital",2018,Jan.,2
135,"Zika virus, Zika virus infection, non-congenital",2018,Jan.,18
136,Anthrax,2018,Feb.,0
137,"Arboviral diseases, Chikungunya virus disease",2018,Feb.,4
138,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Feb.,0
139,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Feb.,0
140,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Feb.,0
141,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Feb.,0
142,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Feb.,0
143,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Feb.,0
144,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Feb.,0
145,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Feb.,0
146,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Feb.,0
147,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Feb.,0
148,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Feb.,2
149,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Feb.,0
150,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Feb.,0
151,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Feb.,0
152,"Babesiosis, Total",2018,Feb.,17
153,"Babesiosis, Confirmed",2018,Feb.,10
154,"Babesiosis, Probable",2018,Feb.,7
155,"Botulism, Total",2018,Feb.,14
156,"Botulism, Foodborne",2018,Feb.,0
157,"Botulism, Infant",2018,Feb.,11
158,"Botulism, Other (wound & unspecified)",2018,Feb.,3
159,Brucellosis,2018,Feb.,5
160,Campylobacteriosis,2018,Feb.,"3,321"
161,Chancroid,2018,Feb.,0
162,Chlamydia trachomatis infection,2018,Feb.,"134,590"
163,Cholera,2018,Feb.,2
164,Coccidioidomycosis,2018,Feb.,"1,304"
165,"Cryptosporidiosis, Total",2018,Feb.,533
166,"Cryptosporidiosis, Confirmed",2018,Feb.,328
167,"Cryptosporidiosis, Probable",2018,Feb.,205
168,Cyclosporiasis,2018,Feb.,7
169,"Dengue virus infections, Dengue",2018,Feb.,9
170,"Dengue virus infections, Dengue-like illness",2018,Feb.,1
171,"Dengue virus infections, Severe dengue",2018,Feb.,0
172,Diphtheria,2018,Feb.,0
173,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Feb.,30
174,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Feb.,15
175,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Feb.,0
176,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Feb.,1
177,Giardiasis,2018,Feb.,"1,021"
178,Gonorrhea,2018,Feb.,"41,729"
179,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Feb.,478
180,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Feb.,3
181,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Feb.,25
182,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Feb.,29
183,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Feb.,11
184,Hansen's disease,2018,Feb.,7
185,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Feb.,0
186,Hantavirus pulmonary syndrome,2018,Feb.,1
187,Hemolytic uremic syndrome post-diarrheal,2018,Feb.,3
188,"Hepatitis, A, acute",2018,Feb.,295
189,"Hepatitis, B, acute",2018,Feb.,247
190,"Hepatitis, B, perinatal infection",2018,Feb.,3
191,"Hepatitis, C, acute",2018,Feb.,326
192,"Hepatitis, C, acute, Confirmed",2018,Feb.,277
193,"Hepatitis, C, acute, Probable",2018,Feb.,49
194,"Hepatitis, C, perinatal infection",2018,Feb.,20
195,Human immunodeficiency virus diagnoses,2018,Feb.,"2,894"
196,Influenza-associated pediatric mortality,2018,Feb.,53
197,"Invasive pneumococcal disease, All ages",2018,Feb.,"2,386"
198,"Invasive pneumococcal disease, All ages, Confirmed",2018,Feb.,"2,364"
199,"Invasive pneumococcal disease, All ages, Probable",2018,Feb.,22
200,"Invasive pneumococcal disease, Age <5 years",2018,Feb.,122
201,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,Feb.,118
202,"Invasive pneumococcal disease, Age <5 years, Probable",2018,Feb.,4
203,Legionellosis,2018,Feb.,280
204,Leptospirosis,2018,Feb.,4
205,Listeriosis,2018,Feb.,39
206,"Lyme disease, Total",2018,Feb.,"1,112"
207,"Lyme disease, Confirmed",2018,Feb.,706
208,"Lyme disease, Probable",2018,Feb.,406
209,Malaria,2018,Feb.,89
210,"Measles, Total",2018,Feb.,5
211,"Measles, Indigenous",2018,Feb.,2
212,"Measles, Imported",2018,Feb.,3
213,"Meningococcal disease, All serogroups",2018,Feb.,38
214,"Meningococcal disease, Serogroups ACWY",2018,Feb.,10
215,"Meningococcal disease, Serogroup B",2018,Feb.,12
216,"Meningococcal disease, Other serogroups",2018,Feb.,4
217,"Meningococcal disease, Unknown serogroup",2018,Feb.,12
218,Mumps,2018,Feb.,298
219,Novel Influenza A virus infections,2018,Feb.,0
220,Paratyphoid fever,2018,Feb.,10
221,Pertussis,2018,Feb.,988
222,Plague,2018,Feb.,0
223,"Poliomyelitis, paralytic",2018,Feb.,0
224,"Poliovirus infection, nonparalytic",2018,Feb.,0
225,Psittacosis,2018,Feb.,0
226,"Q fever, Total",2018,Feb.,9
227,"Q fever, Acute",2018,Feb.,6
228,"Q fever, Chronic",2018,Feb.,3
229,"Rabies, Animal",2018,Feb.,225
230,"Rabies, Human",2018,Feb.,0
231,Rubella,2018,Feb.,0
232,"Rubella, congenital syndrome",2018,Feb.,0
233,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,Feb.,"2,489"
234,Severe acute respiratory syndrome-associated coronavirus disease,2018,Feb.,0
235,Shiga toxin-producing Escherichia coli (STEC),2018,Feb.,574
236,Shigellosis,2018,Feb.,796
237,Smallpox,2018,Feb.,0
238,"Spotted fever rickettsiosis, Total",2018,Feb.,57
239,"Spotted fever rickettsiosis, Confirmed",2018,Feb.,2
240,"Spotted fever rickettsiosis, Probable",2018,Feb.,55
241,Streptococcal toxic shock syndrome,2018,Feb.,45
242,"Syphilis, Total, all stages",2018,Feb.,"8,731"
243,"Syphilis, Congenital",2018,Feb.,84
244,"Syphilis, Primary and secondary",2018,Feb.,"2,581"
245,Tetanus,2018,Feb.,0
246,Toxic shock syndrome (other than Streptococcal),2018,Feb.,6
247,Trichinellosis,2018,Feb.,0
248,Tuberculosis,2018,Feb.,587
249,Tularemia,2018,Feb.,2
250,Typhoid fever,2018,Feb.,23
251,Vancomycin-intermediate Staphylococcus aureus,2018,Feb.,8
252,Vancomycin-resistant Staphylococcus aureus,2018,Feb.,0
253,Varicella morbidity,2018,Feb.,577
254,Varicella mortality,2018,Feb.,1
255,"Vibriosis, Total",2018,Feb.,84
256,"Vibriosis, Confirmed",2018,Feb.,38
257,"Vibriosis, Probable",2018,Feb.,46
258,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,Feb.,0
259,"Viral hemorrhagic fevers, Ebola virus",2018,Feb.,0
260,"Viral hemorrhagic fevers, Guanarito virus",2018,Feb.,0
261,"Viral hemorrhagic fevers, Junin virus",2018,Feb.,0
262,"Viral hemorrhagic fevers, Lassa virus",2018,Feb.,0
263,"Viral hemorrhagic fevers, Lujo virus",2018,Feb.,0
264,"Viral hemorrhagic fevers, Machupo virus",2018,Feb.,0
265,"Viral hemorrhagic fevers, Marburg virus",2018,Feb.,0
266,"Viral hemorrhagic fevers, Sabia virus",2018,Feb.,0
267,Yellow fever,2018,Feb.,0
268,"Zika virus, Zika virus disease, congenital",2018,Feb.,0
269,"Zika virus, Zika virus disease, non-congenital",2018,Feb.,7
270,"Zika virus, Zika virus infection, congenital",2018,Feb.,2
271,"Zika virus, Zika virus infection, non-congenital",2018,Feb.,28
272,Anthrax,2018,Mar.,0
273,"Arboviral diseases, Chikungunya virus disease",2018,Mar.,4
274,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Mar.,0
275,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Mar.,0
276,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Mar.,0
277,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Mar.,0
278,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Mar.,0
279,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Mar.,0
280,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Mar.,1
281,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Mar.,0
282,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Mar.,0
283,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Mar.,0
284,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Mar.,0
285,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Mar.,1
286,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Mar.,0
287,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Mar.,0
288,"Babesiosis, Total",2018,Mar.,16
289,"Babesiosis, Confirmed",2018,Mar.,11
290,"Babesiosis, Probable",2018,Mar.,5
291,"Botulism, Total",2018,Mar.,19
292,"Botulism, Foodborne",2018,Mar.,0
293,"Botulism, Infant",2018,Mar.,17
294,"Botulism, Other (wound & unspecified)",2018,Mar.,2
295,Brucellosis,2018,Mar.,14
296,Campylobacteriosis,2018,Mar.,"4,836"
297,Chancroid,2018,Mar.,1
